chrom,start0,end0,gene_id,gene_name,strand
chr4,142557735,142655140,ENSG00000164136.17_7,IL15,+
chr4,142944312,143768585,ENSG00000109452.14_20,INPP4B,-
chr4,144106069,144146365,ENSG00000170185.12_13,USP38,+
chr4,144258028,144395718,ENSG00000109458.10_19,GAB1,+
chr4,144434854,144478639,ENSG00000153147.6_7,SMARCA5,+
chr4,144498454,144621828,ENSG00000183090.5_8,FREM3,-
chr4,144792016,144826716,ENSG00000197465.14_9,GYPE,-
chr4,144917256,144940533,ENSG00000250361.10_18,GYPB,-
chr4,145030455,145061904,ENSG00000170180.22_17,GYPA,-
chr4,145131853,146019326,ENSG00000285713.1_10,ENSG00000285713,-
chr4,145567307,145666423,ENSG00000164161.10_7,HHIP,+
chr4,145753059,146019693,ENSG00000164162.14_14,ANAPC10,-
chr4,146019439,146050676,ENSG00000164163.11_10,ABCE1,+
chr4,146031989,146101741,ENSG00000164164.17_16,OTUD4,-
chr4,146402345,146480328,ENSG00000170365.10_12,SMAD1,+
chr4,146520193,146581185,ENSG00000151611.17_13,MMAA,+
chr4,146601297,146692184,ENSG00000237136.8_7,C4orf51,+
chr4,146678778,146859975,ENSG00000151612.18_21,ZNF827,-
chr4,147096854,147125588,ENSG00000164167.13_10,LSM6,+
chr4,147135666,147153419,ENSG00000250673.3_17,REELD1,+
chr4,147175126,147443524,ENSG00000120519.16_9,SLC10A7,-
chr4,147560044,147563626,ENSG00000151615.3_6,POU4F2,+
chr4,147627768,147867034,ENSG00000137473.19_19,TTC29,-
chr4,148402068,148466106,ENSG00000151617.17_10,EDNRA,+
chr4,148538536,148593195,ENSG00000164168.8_14,TMEM184C,+
chr4,148558935,148605314,ENSG00000164169.13_11,PRMT9,-
chr4,148653213,148993927,ENSG00000071205.12_9,ARHGAP10,+
chr4,148999912,149365850,ENSG00000151623.15_16,NR3C2,-
chr4,150272860,150817385,ENSG00000234828.9_15,IQCM,-
chr4,150999596,151178590,ENSG00000170390.16_18,DCLK2,+
chr4,151185586,151936879,ENSG00000198589.15_23,LRBA,-
chr4,151503302,151505845,ENSG00000181541.6_7,MAB21L2,+
chr4,152020775,152025794,ENSG00000145425.10_12,RPS3A,+
chr4,152023902,152330517,ENSG00000109686.21_21,SH3D19,-
chr4,152198312,152213014,ENSG00000189099.12_7,PRSS48,+
chr4,152330327,152591655,ENSG00000164142.16_12,FHIP1A,+
chr4,152591655,152682159,ENSG00000059691.12_15,GATB,-
chr4,153241695,153457244,ENSG00000109670.17_20,FBXW7,-
chr4,153539779,153601164,ENSG00000170006.13_16,TMEM154,-
chr4,153690505,153700882,ENSG00000169989.3_9,TIGD4,-
chr4,153701088,153839615,ENSG00000164144.16_12,ARFIP1,+
chr4,153857474,153900823,ENSG00000137460.10_8,FHDC1,+
chr4,154073314,154260471,ENSG00000109654.16_18,TRIM2,+
chr4,154073586,154336233,ENSG00000288637.1_10,ENSG00000288637,+
chr4,154265800,154336270,ENSG00000121211.8_11,MND1,+
chr4,154387497,154557863,ENSG00000121210.16_17,TMEM131L,+
chr4,154605201,154627412,ENSG00000137462.10_12,TLR2,+
chr4,154631311,154681176,ENSG00000145428.15_9,RNF175,-
chr4,154701742,154710235,ENSG00000145423.5_9,SFRP2,-
chr4,155152893,155412951,ENSG00000197410.14_10,DCHS2,-
chr4,155456156,155471552,ENSG00000171566.12_11,PLRG1,-
chr4,155484162,155493959,ENSG00000171564.12_6,FGB,+
chr4,155504277,155511894,ENSG00000171560.18_11,FGA,-
chr4,155525285,155534119,ENSG00000171557.17_14,FGG,-
chr4,155548096,155674272,ENSG00000121207.12_10,LRAT,+
chr4,155702364,155749965,ENSG00000151962.8_14,RBM46,+
chr4,156129787,156138230,ENSG00000185149.6_7,NPY2R,+
chr4,156263809,156298122,ENSG00000164114.19_13,MAP9,-
chr4,156587877,156658211,ENSG00000164116.17_8,GUCY1A1,+
chr4,156680143,156728963,ENSG00000061918.14_8,GUCY1B1,+
chr4,156750880,156787429,ENSG00000256394.3_9,ASIC5,-
chr4,156775889,156841558,ENSG00000151790.9_7,TDO2,+
chr4,156842731,156875064,ENSG00000256043.5_13,CTSO,-
chr4,157681605,157892951,ENSG00000145431.11_10,PDGFC,-
chr4,157997276,158093242,ENSG00000109738.11_7,GLRB,+
chr4,158125333,158308298,ENSG00000120251.22_18,GRIA2,+
chr4,159045625,159094470,ENSG00000164125.16_13,GASK1B,-
chr4,159122755,159176568,ENSG00000164124.11_11,TMEM144,+
chr4,159236462,159574524,ENSG00000171509.16_8,RXFP1,+
chr4,159587826,159593407,ENSG00000205208.5_9,C4orf46,-
chr4,159593119,159631894,ENSG00000171503.13_12,ETFDH,+
chr4,159630278,159644548,ENSG00000171497.5_10,PPID,-
chr4,159690177,159829202,ENSG00000052795.13_10,FNIP2,+
chr4,159814285,159959912,ENSG00000164123.7_10,SPMIP2,-
chr4,160024164,160281326,ENSG00000109756.10_19,RAPGEF2,+
chr4,162305048,163085156,ENSG00000168843.14_16,FSTL5,-
chr4,164031224,164088042,ENSG00000145414.9_13,NAF1,-
chr4,164245113,164265984,ENSG00000164128.7_14,NPY1R,-
chr4,164265043,164273086,ENSG00000164129.12_7,NPY5R,+
chr4,164392246,164394906,ENSG00000151005.5_9,TKTL2,-
chr4,164415593,164441691,ENSG00000198498.10_8,TMA16,+
chr4,164445449,165305202,ENSG00000145416.14_14,MARCHF1,-
chr4,165675215,165724947,ENSG00000248771.5_12,SMIM31,+
chr4,165798329,165820117,ENSG00000248329.6_7,APELA,+
chr4,165875597,165898820,ENSG00000183439.10_12,TRIM61,-
chr4,165937609,165962901,ENSG00000176979.14_14,TRIM60,+
chr4,165975017,165981706,ENSG00000250374.5_10,TRIM75,+
chr4,165991759,166129701,ENSG00000170088.14_14,TMEM192,-
chr4,166128712,166244308,ENSG00000109466.14_11,KLHL2,+
chr4,166198958,166200856,ENSG00000229894.5_12,GK3,-
chr4,166248818,166264316,ENSG00000052802.13_12,MSMO1,+
chr4,166282345,166419699,ENSG00000109472.14_10,CPE,+
chr4,166794388,167025609,ENSG00000038295.8_9,TLL1,+
chr4,167654534,168155947,ENSG00000196104.11_19,SPOCK3,-
chr4,169013687,169108887,ENSG00000109511.12_8,ANXA10,+
chr4,169137441,169240034,ENSG00000137628.18_13,DDX60,-
chr4,169277885,169458937,ENSG00000181381.15_15,DDX60L,-
chr4,169418202,169849608,ENSG00000129116.20_20,PALLD,+
chr4,169784920,169931426,ENSG00000145439.12_10,CBR4,-
chr4,170015409,170192107,ENSG00000154447.15_13,SH3RF1,-
chr4,170290854,170533783,ENSG00000137601.18_17,NEK1,-
chr4,170533783,170644824,ENSG00000109572.16_18,CLCN3,+
chr4,170650620,170679095,ENSG00000056050.7_12,HPF1,-
chr4,170907747,170954182,ENSG00000198948.12_14,MFAP3L,-
chr4,170981372,171012850,ENSG00000109576.14_14,AADAT,-
chr4,172733404,173962710,ENSG00000174473.17_9,GALNTL6,+
chr4,174089961,174245118,ENSG00000109586.12_13,GALNT7,+
chr4,174252526,174255583,ENSG00000164104.12_12,HMGB2,-
chr4,174291119,174298683,ENSG00000164105.4_7,SAP30,+
chr4,174305851,174327531,ENSG00000164106.8_9,SCRG1,-
chr4,174446119,174451380,ENSG00000164107.9_9,HAND2,-
chr4,175157808,175204818,ENSG00000164117.14_16,FBXO8,-
chr4,175204880,175254531,ENSG00000164118.13_17,CEP44,+
chr4,175411325,175444305,ENSG00000164120.14_11,HPGD,-
chr4,175558070,175750398,ENSG00000145451.13_17,GLRA3,-
chr4,175750818,175899331,ENSG00000168594.15_15,ADAM29,+
chr4,176554084,176923815,ENSG00000150625.17_19,GPM6A,-
chr4,176986991,177103969,ENSG00000150627.16_14,WDR17,+
chr4,177105729,177116736,ENSG00000150628.7_11,SPATA4,-
chr4,177134823,177198722,ENSG00000164122.9_15,ASB5,-
chr4,177241116,177253396,ENSG00000129128.13_7,SPCS3,+
chr4,177604688,177714076,ENSG00000150630.4_9,VEGFC,-
chr4,178231027,178284090,ENSG00000109674.4_7,NEIL3,+
chr4,178351927,178363591,ENSG00000038002.9_9,AGA,-
chr4,183065139,183724177,ENSG00000218336.9_13,TENM3,+
chr4,183811212,183839089,ENSG00000129187.15_21,DCTD,-
chr4,184020409,184241930,ENSG00000151718.16_14,WWC2,+
chr4,184239252,184241429,ENSG00000177300.7_6,CLDN22,-
chr4,184242916,184243579,ENSG00000185758.9_10,CLDN24,-
chr4,184365787,184370217,ENSG00000168564.6_12,CDKN2AIP,+
chr4,184426210,184433582,ENSG00000168556.7_8,ING2,+
chr4,184560787,184580356,ENSG00000182552.15_16,RWDD4,-
chr4,184580419,184634747,ENSG00000168538.16_7,TRAPPC11,+
chr4,184718844,184944679,ENSG00000173320.12_12,STOX2,+
chr4,185009858,185142383,ENSG00000164303.11_11,ENPP6,-
chr4,185306855,185395712,ENSG00000168310.12_14,IRF2,-
chr4,185548849,185571216,ENSG00000164305.20_14,CASP3,-
chr4,185570820,185616117,ENSG00000164306.11_13,PRIMPOL,+
chr4,185615238,185655284,ENSG00000151725.12_13,CENPU,-
chr4,185676748,185747972,ENSG00000151726.16_15,ACSL1,-
chr4,185939643,185942107,ENSG00000187821.9_8,HELT,+
chr4,186064419,186071536,ENSG00000151729.11_7,SLC25A4,+
chr4,186080818,186130658,ENSG00000164323.15_17,CFAP97,-
chr4,186125390,186291339,ENSG00000109762.17_10,SNX25,+
chr4,186285025,186317078,ENSG00000109771.16_9,LRP2BP,-
chr4,186317174,186321782,ENSG00000186352.9_9,ANKRD37,+
chr4,186320690,186347133,ENSG00000109775.11_10,UFSP2,-
chr4,186347402,186370980,ENSG00000205129.9_9,CFAP96,+
chr4,186366335,186392906,ENSG00000168491.10_19,CCDC110,-
chr4,186421813,186456661,ENSG00000154553.17_18,PDLIM3,-
chr4,186506597,186877806,ENSG00000154556.20_21,SORBS2,-
chr4,186990064,187009227,ENSG00000164342.14_11,TLR3,+
chr4,187025572,187096491,ENSG00000109794.15_20,FAM149A,+
chr4,187111912,187112626,ENSG00000269302.1,AC110771.1,-
chr4,187112720,187134617,ENSG00000145476.16_8,CYP4V2,+
chr4,187130132,187179623,ENSG00000290316.1_7,ENSG00000290316,+
chr4,187147591,187179625,ENSG00000164344.17_11,KLKB1,+
chr4,187187342,187210835,ENSG00000088926.15_11,F11,+
chr4,187347699,187476482,ENSG00000272297.2_16,ENSG00000272297,-
chr4,187447945,187476721,ENSG00000168412.7_9,MTNR1A,-
chr4,187508947,187647876,ENSG00000083857.15_17,FAT1,-
chr4,188916924,188926200,ENSG00000179059.10_7,ZFP42,+
chr4,189012425,189030757,ENSG00000179046.9_12,TRIML2,-
chr4,189060594,189068897,ENSG00000184108.8_7,TRIML1,+
chr4,190862009,190884357,ENSG00000109536.13_15,FRG1,+
chr4,190942561,190943820,ENSG00000224807.6_6,DUX4L9,-
chr4,190945521,190948412,ENSG00000205097.7_12,FRG2,-
chr4,191005266,191007077,ENSG00000258389.2,DUX4,+
chr5,92282,190087,ENSG00000153404.15_12,PLEKHG4B,+
chr5,191609,196449,ENSG00000185028.4_7,LRRC14B,+
chr5,196982,218268,ENSG00000164366.4_12,CCDC127,-
chr5,218412,315070,ENSG00000286001.1_5,ENSG00000286001,+
chr5,218417,257197,ENSG00000073578.18_10,SDHA,+
chr5,271735,315089,ENSG00000249915.9_9,PDCD6,+
chr5,271784,438406,ENSG00000288622.1_10,PDCD6-AHRR,+
chr5,321828,438406,ENSG00000063438.20_14,AHRR,+
chr5,443289,472052,ENSG00000180104.16_15,EXOC3,+
chr5,470570,524564,ENSG00000066230.12_17,SLC9A3,-
chr5,612454,667283,ENSG00000112877.8_7,CEP72,+
chr5,659976,693467,ENSG00000171368.12_9,TPPP,-
chr5,710469,784844,ENSG00000206077.14_13,ZDHHC11B,-
chr5,795719,859088,ENSG00000188818.13_13,ZDHHC11,-
chr5,850405,892916,ENSG00000028310.18_13,BRD9,-
chr5,892998,919472,ENSG00000071539.14_12,TRIP13,+
chr5,1008916,1039058,ENSG00000145506.14_11,NKD2,+
chr5,1050498,1112178,ENSG00000113504.21_19,SLC12A7,-
chr5,1201709,1225226,ENSG00000174358.16_7,SLC6A19,+
chr5,1225495,1246304,ENSG00000164363.10_7,SLC6A18,+
chr5,1253261,1295183,ENSG00000164362.21_16,TERT,-
chr5,1317866,1345214,ENSG00000049656.14_9,CLPTM1L,-
chr5,1392908,1445555,ENSG00000142319.19_11,SLC6A3,-
chr5,1456594,1524397,ENSG00000153395.11_10,LPCAT1,-
chr5,1798498,1801480,ENSG00000171421.13_12,MRPL36,-
chr5,1801520,1816162,ENSG00000145494.12_6,NDUFS6,+
chr5,1877526,1887350,ENSG00000113430.11_15,IRX4,-
chr5,2745958,2751791,ENSG00000170561.13_9,IRX2,-
chr5,3595945,3601517,ENSG00000170549.4_7,IRX1,+
chr5,5140442,5320417,ENSG00000145536.15_5,ADAMTS16,+
chr5,5420776,5490333,ENSG00000164151.12_13,ICE1,+
chr5,6371986,6378684,ENSG00000133398.4_9,MED10,-
chr5,6448971,6496836,ENSG00000215218.4_8,UBE2QL1,+
chr5,6599351,6633404,ENSG00000037474.15_13,NSUN2,-
chr5,6633402,6676652,ENSG00000145545.13_8,SRD5A1,+
chr5,6713544,6757157,ENSG00000112941.14_13,TENT4A,+
chr5,7396250,7830194,ENSG00000078295.17_8,ADCY2,+
chr5,7830490,7851264,ENSG00000215217.7_14,CFAP90,-
chr5,7851298,7906138,ENSG00000124275.15_12,MTRR,+
chr5,7859271,7869150,ENSG00000124279.12_10,FASTKD3,-
chr5,9035144,9546187,ENSG00000112902.12_12,SEMA5A,-
chr5,9627458,9712490,ENSG00000169777.7_13,TAS2R1,-
chr5,10225618,10250009,ENSG00000150756.14_11,ATPSCKMT,-
chr5,10250040,10266501,ENSG00000150753.12_12,CCT5,+
chr5,10275986,10308014,ENSG00000164237.9_9,CMBL,-
chr5,10353806,10440500,ENSG00000145495.17_11,MARCHF6,+
chr5,10441635,10559828,ENSG00000145491.13_8,ROPN1L,+
chr5,10564181,10657928,ENSG00000164236.12_7,ANKRD33B,+
chr5,10679341,10761346,ENSG00000112977.16_9,DAP,-
chr5,10971947,11904558,ENSG00000169862.21_18,CTNND2,-
chr5,13690436,14011927,ENSG00000039139.11_15,DNAH5,-
chr5,14143450,14532237,ENSG00000038382.23_14,TRIO,+
chr5,14581900,14616289,ENSG00000145569.6_8,OTULINL,+
chr5,14664772,14716638,ENSG00000154124.7_12,OTULIN,+
chr5,14704908,14871887,ENSG00000154122.14_11,ANKH,-
chr5,15500288,15939904,ENSG00000183580.10_10,FBXL7,+
chr5,16067247,16180871,ENSG00000183654.9_9,MARCHF11,-
chr5,16451627,16465909,ENSG00000173545.5_9,ZNF622,-
chr5,16473146,16617210,ENSG00000154153.15_17,RETREG1,-
chr5,16662015,16936397,ENSG00000145555.15_14,MYO10,-
chr5,17065706,17276952,ENSG00000176788.9_9,BASP1,+
chr5,17444118,17487480,ENSG00000249662.7_9,LINC02218,+
chr5,17491075,17492185,ENSG00000268799.4_11,H3Y2,-
chr5,17498339,17498936,ENSG00000284373.1_10,TAF11L2,+
chr5,17518475,17519072,ENSG00000284439.1_10,TAF11L3,+
chr5,17521909,17522506,ENSG00000284283.1_10,TAF11L4,+
chr5,17525343,17525940,ENSG00000284234.1_10,TAF11L5,+
chr5,17528777,17529374,ENSG00000284042.1_10,TAF11L6,+
chr5,17585270,17585867,ENSG00000284465.1_11,TAF11L7,-
chr5,17590472,17591069,ENSG00000283967.1_11,TAF11L8,-
chr5,17593906,17594503,ENSG00000283988.1_11,TAF11L9,-
chr5,17597340,17597937,ENSG00000284356.1_11,TAF11L10,-
chr5,17610500,17612220,ENSG00000249156.3_10,TAF11L12,+
chr5,17632196,17632793,ENSG00000283776.1_10,TAF11L13,+
chr5,17634568,17635162,ENSG00000250782.1_11,TAF11L14,+
chr5,17654976,17655958,ENSG00000269466.4_12,H3Y1,-
chr5,19471404,20575982,ENSG00000145526.12_12,CDH18,-
chr5,21481432,21484120,ENSG00000233974.4_8,ENSG00000233974,-
chr5,21750781,22853453,ENSG00000154162.15_11,CDH12,-
chr5,23443694,23528202,ENSG00000164256.11_12,PRDM9,+
chr5,24487208,24645087,ENSG00000040731.10_10,CDH10,-
chr5,26880705,27121257,ENSG00000113100.10_12,CDH9,-
chr5,31193792,31329253,ENSG00000113361.13_8,CDH6,+
chr5,31400600,31532303,ENSG00000113360.17_17,DROSHA,-
chr5,31532393,31555160,ENSG00000082213.18_9,C5orf22,+
chr5,31639237,32111038,ENSG00000133401.16_10,PDZD2,+
chr5,32124821,32174425,ENSG00000113384.14_9,GOLPH3,-
chr5,32227099,32313093,ENSG00000150712.11_12,MTMR12,-
chr5,32354455,32444846,ENSG00000056097.16_10,ZFR,-
chr5,32531738,32604613,ENSG00000113387.13_10,SUB1,+
chr5,32689175,32791830,ENSG00000113389.16_12,NPR3,+
chr5,33440801,33468196,ENSG00000113407.14_8,TARS1,+
chr5,33523639,33892124,ENSG00000151388.11_11,ADAMTS12,-
chr5,33936490,33939023,ENSG00000182631.7_8,RXFP3,+
chr5,33944727,33984798,ENSG00000164175.15_11,SLC45A2,-
chr5,33986269,34008209,ENSG00000242110.9_12,AMACR,-
chr5,33987278,34124633,ENSG00000273294.1_9,C1QTNF3-AMACR,-
chr5,33997111,34008189,ENSG00000289791.1_8,ENSG00000289791,-
chr5,34017962,34043318,ENSG00000082196.21_13,C1QTNF3,-
chr5,34190260,34193758,ENSG00000215156.6_10,ENSG00000215156,+
chr5,34656432,34832717,ENSG00000039560.14_13,RAI14,+
chr5,34838937,34900616,ENSG00000205838.15_18,TTC23L,+
chr5,34905364,34919094,ENSG00000113456.20_10,RAD1,-
chr5,34915781,34926101,ENSG00000113460.13_7,BRIX1,+
chr5,34929663,34959069,ENSG00000168724.18_15,DNAJC21,+
chr5,34998205,35048240,ENSG00000113492.14_9,AGXT2,-
chr5,35048860,35230589,ENSG00000113494.17_16,PRLR,-
chr5,35617945,35814713,ENSG00000152582.14_16,SPEF2,+
chr5,35852796,35879705,ENSG00000168685.15_12,IL7R,+
chr5,35904389,35938881,ENSG00000152611.12_12,CAPSL,-
chr5,35951107,36001130,ENSG00000145626.12_10,UGT3A1,-
chr5,36035122,36071460,ENSG00000168671.10_11,UGT3A2,-
chr5,36098508,36151989,ENSG00000164187.7_9,LMBRD2,-
chr5,36152090,36196951,ENSG00000145604.17_13,SKP2,+
chr5,36192690,36242381,ENSG00000152620.13_10,NADK2,-
chr5,36247014,36302216,ENSG00000164188.9_14,RANBP3L,-
chr5,36596689,36688436,ENSG00000079215.15_18,SLC1A3,+
chr5,36876870,37066515,ENSG00000164190.19_9,NIPBL,+
chr5,37106329,37249478,ENSG00000197603.16_21,CPLANE1,-
chr5,37288238,37371226,ENSG00000113569.17_10,NUP155,-
chr5,37379386,37753537,ENSG00000082068.9_7,WDR70,+
chr5,37812778,37840143,ENSG00000168621.15_15,GDNF,-
chr5,38258510,38465582,ENSG00000164318.18_10,EGFLAM,+
chr5,38474769,38608456,ENSG00000113594.10_12,LIFR,-
chr5,38845959,38945698,ENSG00000145623.13_15,OSMR,+
chr5,38938021,39074504,ENSG00000164327.14_17,RICTOR,-
chr5,39105353,39274630,ENSG00000082074.19_20,FYB1,-
chr5,39284241,39371426,ENSG00000113600.12_11,C9,-
chr5,39371776,39462402,ENSG00000153071.15_18,DAB2,-
chr5,40512434,40756065,ENSG00000113638.14_10,TTC33,-
chr5,40680016,40693837,ENSG00000171522.6_7,PTGER4,+
chr5,40759490,40798476,ENSG00000132356.12_8,PRKAA1,-
chr5,40825363,40835324,ENSG00000145592.14_11,RPL37,-
chr5,40841409,40860277,ENSG00000132357.14_12,CARD6,+
chr5,40909593,41020318,ENSG00000112936.21_9,C7,+
chr5,40998118,41071444,ENSG00000171495.17_13,MROH2B,-
chr5,41142217,41261540,ENSG00000039537.16_13,C6,-
chr5,41307053,41510703,ENSG00000182836.11_10,PLCXD3,-
chr5,41730166,41870527,ENSG00000083720.13_10,OXCT1,-
chr5,41904289,41921738,ENSG00000205765.10_9,RIMOC1,+
chr5,41925355,41941845,ENSG00000151876.13_7,FBXO4,+
chr5,42423540,42721980,ENSG00000112964.14_11,GHR,+
chr5,42756919,42802541,ENSG00000198865.10_7,CCDC152,+
chr5,42799981,42887494,ENSG00000250722.6_14,SELENOP,-
chr5,43039334,43043272,ENSG00000177721.5_12,ANXA2R,-
chr5,43065277,43192123,ENSG00000172262.12_11,ZNF131,+
chr5,43192172,43280952,ENSG00000177453.7_11,NIM1K,+
chr5,43287571,43313614,ENSG00000112972.16_14,HMGCS1,-
chr5,43376746,43412493,ENSG00000151882.11_9,CCL28,-
chr5,43444353,43483995,ENSG00000151881.15_16,TMEM267,-
chr5,43486810,43515250,ENSG00000172244.9_18,C5orf34,-
chr5,43526368,43557860,ENSG00000172239.14_21,PAIP1,-
chr5,43602793,43707507,ENSG00000112992.18_16,NNT,+
chr5,44300348,44389808,ENSG00000070193.5_9,FGF10,-
chr5,44809048,44820530,ENSG00000112996.11_8,MRPS30,+
chr5,45255049,45696600,ENSG00000164588.8_13,HCN1,-
chr5,49692025,49739082,ENSG00000170571.12_11,EMB,-
chr5,49961732,50142353,ENSG00000151883.20_9,PARP8,+
chr5,50679281,50690564,ENSG00000016082.15_7,ISL1,+
chr5,52083749,52099878,ENSG00000152684.11_8,PELO,+
chr5,52083749,52255039,ENSG00000213949.10_10,ITGA1,+
chr5,52285169,52390609,ENSG00000164171.11_7,ITGA2,+
chr5,52391508,52405893,ENSG00000164172.20_16,MOCS2,-
chr5,52776455,52782964,ENSG00000134363.12_15,FST,+
chr5,52856462,52979168,ENSG00000164258.12_8,NDUFS4,+
chr5,53179771,53606412,ENSG00000185305.12_12,ARL15,-
chr5,53751528,53752207,ENSG00000169271.3_7,HSPB3,+
chr5,53813588,53842416,ENSG00000178996.14_8,SNX18,+
chr5,54273694,54318499,ENSG00000164283.13_18,ESM1,-
chr5,54320083,54330398,ENSG00000113088.6_7,GZMK,+
chr5,54398473,54406080,ENSG00000145649.8_7,GZMA,+
chr5,54408798,54469005,ENSG00000164287.13_13,CDC20B,-
chr5,54455994,54463125,ENSG00000164294.14_7,GPX8,+
chr5,54515391,54523143,ENSG00000234602.9_9,MCIDAS,-
chr5,54526979,54529436,ENSG00000152669.9_9,CCNO,-
chr5,54551882,54603522,ENSG00000067248.11_13,DHX29,-
chr5,54603816,54721407,ENSG00000039123.16_9,MTREX,+
chr5,54720681,54830797,ENSG00000067113.17_14,PLPP1,-
chr5,54921672,55069022,ENSG00000177058.12_17,SLC38A9,-
chr5,55033844,55112985,ENSG00000152670.19_16,DDX4,+
chr5,55147184,55218682,ENSG00000164509.17_14,IL31RA,+
chr5,55230922,55290850,ENSG00000134352.21_15,IL6ST,-
chr5,55395506,55529157,ENSG00000164512.18_10,ANKRD55,-
chr5,56111375,56191979,ENSG00000095015.6_7,MAP3K1,+
chr5,56205086,56221359,ENSG00000155542.12_13,SETD9,+
chr5,56215428,56267502,ENSG00000155545.20_16,MIER3,-
chr5,56469774,56560506,ENSG00000062194.16_13,GPBP1,+
chr5,56775844,56778638,ENSG00000169067.4_9,ACTBL2,-
chr5,57749808,57755966,ENSG00000145632.15_9,PLK2,-
chr5,57787261,57792917,ENSG00000175857.9_9,GAPT,+
chr5,57878047,58155221,ENSG00000152932.8_8,RAB3C,+
chr5,58264864,59817947,ENSG00000113448.21_19,PDE4D,-
chr5,59892738,59996017,ENSG00000035499.13_9,DEPDC1B,-
chr5,60047617,60140101,ENSG00000164181.14_11,ELOVL7,-
chr5,60162280,60240900,ENSG00000049167.16_13,ERCC8,-
chr5,60241003,60450358,ENSG00000164182.12_12,NDUFAF2,+
chr5,60453530,60458295,ENSG00000188725.8_9,SMIM15,-
chr5,60628084,60841999,ENSG00000130449.6_8,ZSWIM6,+
chr5,61601988,61686852,ENSG00000068796.19_20,KIF2A,+
chr5,61602032,61833076,ENSG00000288643.1_6,ENSG00000288643,+
chr5,61643110,61699770,ENSG00000086189.11_11,DIMT1,-
chr5,61699798,61924409,ENSG00000086200.17_12,IPO11,+
chr5,61874645,61877273,ENSG00000186105.8_9,LRRC70,+
chr5,63253700,63258334,ENSG00000178394.5_15,HTR1A,-
chr5,63461669,63668696,ENSG00000164197.12_9,RNF180,+
chr5,63801841,63908146,ENSG00000186479.5_8,RGS7BP,+
chr5,63986268,64014017,ENSG00000145642.12_8,SHISAL2B,+
chr5,64013974,64064518,ENSG00000153006.16_11,SREK1IP1,-
chr5,64062194,64398239,ENSG00000153015.17_15,CWC27,+
chr5,64444564,64777747,ENSG00000049192.15_11,ADAMTS6,-
chr5,64813592,64858995,ENSG00000123219.13_13,CENPK,-
chr5,64859062,64883376,ENSG00000113593.12_8,PPWD1,+
chr5,64885516,64921802,ENSG00000113595.15_10,TRIM23,-
chr5,64920615,64962060,ENSG00000113597.19_15,TRAPPC13,+
chr5,64920853,64926755,ENSG00000253251.3_14,SHLD3,+
chr5,64961754,65018862,ENSG00000197860.10_9,SGTB,-
chr5,65018031,65167553,ENSG00000123213.23_17,NLN,+
chr5,65178955,65378374,ENSG00000112851.16_17,ERBIN,+
chr5,65435798,65479443,ENSG00000153914.16_13,SREK1,+
chr5,65892207,66465421,ENSG00000069020.19_17,MAST4,+
chr5,66475440,66492627,ENSG00000134061.5_9,CD180,-
chr5,67511567,67597649,ENSG00000145675.16_15,PIK3R1,+
chr5,68389817,68426896,ENSG00000145740.20_12,SLC30A5,+
chr5,68462961,68474072,ENSG00000134057.15_11,CCNB1,+
chr5,68485400,68506184,ENSG00000153044.10_12,CENPH,+
chr5,68513586,68525985,ENSG00000134056.12_8,KGD4,+
chr5,68530621,68573257,ENSG00000134058.12_8,CDK7,+
chr5,68576001,68628636,ENSG00000183323.13_15,CCDC125,-
chr5,68646810,68665840,ENSG00000085231.14_10,AK6,-
chr5,68657852,68665840,ENSG00000273841.6_14,TAF9,-
chr5,68665119,68710628,ENSG00000152942.19_16,RAD17,+
chr5,68710891,68740157,ENSG00000152939.17_16,MARVELD2,+
chr5,68788118,68853931,ENSG00000197822.12_9,OCLN,+
chr5,68856017,68891048,ENSG00000183474.16_7,GTF2H2C,+
